text	future_sentiment	class
مورينهو مشكلتة في عقله من بعد ما طرد دي بروين عرفت انه انسان عقله ناقص	neutral	sport
مورينيو عن توتنهام : هذا النادي كانت لديه خزينة بطولات فارغة، ثم يقيلني قبل يومين فقط من النهائي.	neutral	sport
‏مورينيو لمدراء الإنتر قبل الجلوس بالموقع المخصص للصحيفيين: ‏هل لديكم صافرة لتعيرونها لي؟ ستكون مفيدة.	optimistic	sport
مورينيو من افضل المدربين الى سيد المهرجين	neutral	sport
موقع كووورة ماهو عارف من تاهل للان	neutral	sport
موناكو خرج من الكأس أمام فريق درجة ثالثة ما أعرف أنطق اسمه من الدور ثمن النهائي	neutral	sport
ميترو لايستحق الكرت الاصفر لاعب التعاون هو الي تسبب لنفسه الاصابة ارتقاء خطير تسبب في اصابته	neutral	sport
ميسي مغرور و متكبر و شايف نفسه ما يقدر اللي يحضروا عشانه	neutral	sport
ميسي يفوز بالكرة الذهبية مجاملة مالها اي داعي	neutral	sport
مين شاحنهم علينا ذول	neutral	sport
نادي ماينز الألماني يقوم بإنهاء عقد أنور الغازي بعد موقفه في دعم فلسطين	neutral	sport
نبغى ممر شرفي للاردن و التعمري يفرك شعار قطر في ***	pessimistic	sport
نتيجة المباراة المفروض 1 الفيحاء ..	neutral	sport
نتيجة ماصارت بعهد الفايز وجمجوم بس تصير بعهد انمار	neutral	sport
نزال غبي و شو اعلامي و مضيعة وقت, فيوري بيطقطق على الي ما قد لعب نزال واحد ملاكمة بحياته	neutral	sport
نص التسلالات علينا خطا	neutral	sport
نصر كارينيو تراك سبب الهزيمه .. 😂😂😂😂	neutral	sport
نصراوي قديم ---- 👍👍👍 فعلا ، نواف أخطأ كثيرا و ليس في هذه المباراة	neutral	sport
نصف مشاكل الأهلي في قل خبرة هذا المدرب الصغير بالسن . بطريقه لبقه .. شخصها لنا الدكتور	neutral	sport
نطالب ابراهيم يستبعد غريب عندنا بطولة مهمه في الصين	optimistic	sport
نظفوا الصحيفة من مدعي الوطنية المتجنسين	neutral	sport
نعاني في خروج الكره من الخلف	pessimistic	sport
نفس البلنتي ل تحسب للنصر تصبح صحيحة بس للهلال تصبح فضيحة ههههههه	neutral	sport
نقطة سلبيه في بعض المدربين	pessimistic	sport
نهار يا ملكي مجرم بالرد	neutral	sport
نهاية الموسم يجب طرد لابورت و اليكس تيليس و ساديو بطيخ	pessimistic	sport
نوبالرغم من ذلك اللاعب تسبب في ضياع الاهلي	pessimistic	sport
نونو سانتو غير مقتنع بكل اللاعبين هههههه	neutral	sport
نونو نفس غباء كاسترول يلعب ب مهاجمين بدون جناح لكن التعويض سيكون ع حساب كاسترول الجولة 17	optimistic	sport
نيمار المعطوب اخذوه بسبب الغيرة والحسد من صفقة كرستيانو	pessimistic	sport
ها يستاهلون اللي جاهم منه وتاريخه اكبر من ناديهم باكمله	neutral	sport
هاذا المباراه يتحملها برود اللاعبين	neutral	sport
هالحين ليش ما رجع للفار يوم اوتافيو انضرب بالكوع داخل ال18	neutral	sport
هتان باهبري ؟! وقرو فلوسكم بلاشي مسخرة	neutral	sport
هجماتنا المرتدة سيئة في التنفيذ !	neutral	sport
هجمة مرتدة بالنجعي ما عارف تمررها صح؟	neutral	sport
هجومنا اللي كان يضيع الفرص السهلة بالمباريات السابقة قدام الفيحاء ماهو لاقي فُرَص اصلاً عشان يضيعها	neutral	sport
‏هدف صريح جدًا ‏جميع لاعبي التعاون يعترضون على ماذا ؟ ‏يبدو بأن عدوى الإعتراض منتشرة 👌	neutral	sport
هدف لفريق الوحده الهجوم صفر والمحاور صفر	pessimistic	sport
هدف للفيحاء ببركات العاهة ساديو ماني و خسارته للكرة بشكل مقزز	neutral	sport
هدف مهزلة لاعب يترك حتى يصل الى خط الستة ولا أحد يضغط عليه مهززززززلة	neutral	sport
هذا الحريجي مشكلته بدنيا ضعيف شفتوه	pessimistic	sport
هذا رجعوه ل بورتو ---- ---- --- وجيبوه ب 100 مليون	optimistic	sport
هذا ضعف منهم إذا يهمهم التأهل فقط	neutral	sport
هذا كوتش مو شايف	neutral	sport
هذا هو منطقك تتحدث حسب مزاجك وميولك	neutral	sport
هذه المشكلة لو يتم إيقاف الدعم عن الصهاينة لما رأيتهم بهذه القوة	pessimistic	sport
هذه كيف مافيها طرد على حارس ايران بغى يعطب مفصل اللاعب	neutral	sport
هذي المفروض اصفر يا حكم	neutral	sport
هذي نتائج المسؤول الازرق المتعصب	pessimistic	sport
هزازي سيء سيء سيء فرديته المقرونه ببطء الاداء تجلط الكويكبي خرّب ام الهجمات الاظهره محمد عبدالرحمن و حمدان هم الافضل	neutral	sport
هل عمر هوساوي تعرض للاصابة امس وطلب التغير ؟؟؟ اللعب ب خمس بالدفاع هي افضل طريقة وتكتيك لوضعنا 5-3-2	optimistic	sport
هل كانوا كلهم خونة جبناء !	neutral	sport
هنا نحن نتحدث عن الخسارة ولا نتحدث عنهم لاننا لا نراهم منافسين اصلا ..	neutral	sport
ههههاي دوا دوا ماةفي روووووووح خرابيط يضحكوا على الناس بيها	neutral	sport
هههههه لم يعد مهما لأن المدرب فرغ الوسط و الدفاع ...	pessimistic	sport
هههههههههههههه صقر سامحك الله	neutral	sport
ههههههههههههههههههههههههههه ‏والله مسخرة الهدف الاخير فضيحه ‏الهدف الاول والثالث والخامس مهزله تحكيميه	neutral	sport
هوشة سوناك و سويلا	neutral	sport
هولاء الفئية من اللاعبين اقدام بدون عقول همهم القصات ووو وتخصصهم الاستهتار واللامبالاه ( هدف البرشا في بورتو )	pessimistic	sport
و تغلب على الخسيس خيسوس	neutral	sport
و كمان المنظومة الاعلامية برامج متعصبين تثير الشارع الرياضي و المدرجات هذول اول ناس لازم تخرج من المنظومة	pessimistic	sport
و لاول مرة بنتقد المدرب هذا الموسم للامانة قراءة سيئة جدا للمنافس و المباراة	pessimistic	sport
و لكن المشكله بعضهم صعب اقناعهم بتمثيل منتخبهم الاصل	pessimistic	sport
و هو بعد ناقص وخطف من امام الهلال بطولة وكاس والهلال بكامل نجومه	neutral	sport
واالبكاء على اللبن المسكوب حماقة	neutral	sport
واترك الكلام الي ماله داعي	neutral	sport
واضح ألونسو منبطح لفريقه السابق	neutral	sport
واضح خطا عيني عينك	neutral	sport
واضح ما فيه خط تلقائي في التسلل و الا ليش يستدعون الحكم في لقطة فيها شك تسلل	neutral	sport
واضحه انه وسط ميدان ايسر من الصور في الخريطه .. طيب ليش الفلسفه .. !!؟	neutral	sport
واعتراف أردوغان بحقوق المثليين لايستطيع ؟؟ اذا كان بوتين رئيس أكبر دولة ملحدة يحظر زواج المثليين ويوقف تبني المتحولين جنسيا	neutral	sport
والآن إيران تقول طوفان الأقصى هو عملية قمنا بها انتقاما لمقتل سليماني	pessimistic	sport
والجمهور كاتم غيضه في الجولات	pessimistic	sport
والحين مشكلتنا بالهجوم في اهدار الفرص	pessimistic	sport
والعقيدي غبي تردد بالخروج والا ماكان بلنتي	neutral	sport
والقاء اللوم عليه بسبب بعض النتائج اجحاف	pessimistic	sport
والله إنكم مشيتوه عليهم	neutral	sport
والله الأردن تلاعبت بكوريا جاءتهم فرص كثيرة	optimistic	sport
والله الهدف برقبه الفاغر ميندي كوره بخط السته وانت اطول لاعب فالملعب مسنتر على خط المرمى	neutral	sport
والله حكم فاشل هو واللي في الفار	pessimistic	sport
والله عندي كلام من زمان عن بروزوفيتش بس شفت الموجه مع التطبيل بروزوفيتش من آخر موسم مع الانتر وهو مدحدر	pessimistic	sport
والله عيب ان لم ننتصر اليوم،،	pessimistic	sport
والله لاعبينا اليوم مو قادرين يشيلون نفسهم	neutral	sport
والله ما لقاها الا ماكسيمان راتب مرتفع ومتكي في العيادة	neutral	sport
والله مستقوين ويلعبون في ملعبنا !!	neutral	sport
والله يا الورع ذا المفروض اقرب طيارة على اسبانيا	neutral	sport
والله يا دلخ دلخ ..	neutral	sport
والله. ابطال لازم ينزل غريب اوتافيو مايصلح جناح	neutral	sport
واللي يقولك مطلوب منه مهام محددة ... !!!	neutral	sport
والمصيبة ان مثل هولاء يدعون انهم متعلمين ومتنورين ومتحضرين	neutral	sport
وانا اؤكد لك ان الذين يريدون من المسلمين ترك التكلم والتعلم والتدارس في العقيدة الصحيحة هم اهل الشرك والزيغ والضلال	pessimistic	sport
وانت تتكلم حسب هواك	neutral	sport
واو روما يسجل و يعيدنا للمباراة و الزبال بنزيما يسحب رجوله	neutral	sport
وبعد ضغط اعلامي وجماهيري بوسائل التواصل رموا لنا فليبي اخر يوم من قفل الانتقالات	pessimistic	sport
وبعدين بلنتي ذي نطح	neutral	sport
وتعثر الفريق بعدها من حقنا نطالب بتغيير كاسترو	neutral	sport
وَجَرَّه مِنَ النَّوَاصِي للرُّكَبْ	pessimistic	sport
وجود عمر السومة غير مؤثر في منتخب سورية	neutral	sport
وجود لاعبين لا يملكون المهارة وإجادة تدوير الكرة والخروج بها بشكل سلس	pessimistic	sport
وحيد مدرب صدامي راسه (يابس).. في المغرب والجزائر كانت له مشاكل مع الصحافة بل حتى مع الجمهور	neutral	sport
وخاصة لهولاء اللعيبة الذين يقتلون اللعب والمتعة	pessimistic	sport
ودي افهم لاعبينا ليش مندفعين ياخي العب في ملعبك هم محتاجين التسجيل العب مرتدة مثل الهدف الثالث	neutral	sport
ودي تايلند تتاهل للمونديال بعدها يسحبون عليه اكره الاعبين اللي يشوف ناديه اهم من منتخب بلاده	pessimistic	sport
وربي تعبت من غباء و دلاخة ساديو بطيخ	neutral	sport
وش قصتهم مع المباريات بالساعة 9 ؟! حسبي الله عليكم	neutral	sport
وشكراً لكل شخص ساهم بطرده من النادي	neutral	sport
وصالح الشهري وسالم وكنو وتمبكتي وش كانوا يسووون ؟؟ وليه ماقلت من دخل غريب ومختار تغير كل شي	neutral	sport
وصدر أمره بنفي ذلك الفقيه من بغداد.	neutral	sport
وعزاه الحارس قلبوا عليه في المساحات صار راعي الملفوف عاد فهمكم كفايه	neutral	sport
وفاز بصعوبة في اغلب المباريات مع الدفدفة بالتحكيم	pessimistic	sport
وكنت ومعي الكثير من النصراويين ضدها	pessimistic	sport
وَلا نُطِيعُ ظَالماً وإِنْ غَلَبْ	pessimistic	sport
ولماذا يستفسر اصلاً؟! والفريق تجيه قائمة بالايميل من الجهة المختصة باسماء لاعبيه اللي تلقوا بطاقات بعد المباراة مباشرة	neutral	sport
ولي العهد السعودي 🚨: ‏نطالب جميع الدول بوقف تصدير الأسلحة إلى إسرائيل.	neutral	sport
وما اقول التعاون , لأن هذي صعبه . حيل .	pessimistic	sport
ومخفين اسم الكاتب !!	neutral	sport
ومدربهم معطينه أكبر من حجمه كاسترو أفضل ومنظومته الدفاعية جبارة	neutral	sport
ومع هذا ومع قلة الحيا وانعدام العدل .. استطاع الفوز على الإتحاد وتعادل مع الأهلي ..	neutral	sport
ومن بدايته هو الي انبرش علي	neutral	sport
وهذا الغزو كما قلت سابقا ينسف فكرة الايمان من أساسها و لا يهتم بالمذاهب .	neutral	sport
وهذا كوع من تاليسكا الحكم ما اعطاه احمر يا عمي واضحه التحكيم منحاز للمدلل فكر كانك تنكه 🤣🤣🤣🤣	neutral	sport
وهذه العصبية تنتقل لداخل الملعب وتعطي مبرر لبعض اللعيبة بعدم تقبل قرار الحكم	neutral	sport
وهل الشرق الاوسط متحدث رسمي عن اللذيذ ؟ مافي احد يترك مصدر رسمي مثل رئيس النادي ويصدق النصهلالي عبدالعزيز الغيامة	neutral	sport
وهل هذا عمل محترف ؟؟؟!!!	neutral	sport
وهم أوربيين فضلوا المال على كل شيئ ..	pessimistic	sport
ووجه الغرابة هنا الاستغناء عن ماكسي من أجل من هم أقل منه في نفس المركز	neutral	sport
ووضعه مهاجمًا وحيدًا لا يُفيد	pessimistic	sport
وولفز 2-1 توتنهام فضيحة	neutral	sport
وياتي المتخلفون الحمقى المرضي جماعة شكو شكو .. ويقولون غير صحيح .. أصح الله أبدانكم وعافاكم بما انتم فيه	neutral	sport
ويجي واحد رأسه مربع يقول أعطوه وقت	neutral	sport
ويستدعي ( طلال حاجي الطفل و عبدالإله المالكي الغائب عن الملاعب و مختار علي المتعالي وخالد الغنام السمين ) ..	neutral	sport
وين الجائزة يابومروان ؟ قتلت عليكم المتعة من اول جواب	neutral	sport
وين الرأي و الرأي الاخر !!	neutral	sport
وين الي يقول المدرب داهيه دوخ روسنا فريق مشلول حصه تدريبيه للهلال	pessimistic	sport
وين جمهور الاتحاد المصريين استحلو ملعبنا	neutral	sport
وين مراقب المباراة ليش ما نبه على الحكم يغير لبسه	neutral	sport
وين مستحق يا حازم بداية الهجمة تسلل واضح	neutral	sport
وين معززين العاهة ساديو بطيخ	neutral	sport
ويواصل ماني رفع ضغط الجماهير ماني الليفر وييينه	neutral	sport
ي مدرب ياخي عندك 5 تبديلات غير الحريجي وغير المجحد حرام والله	neutral	sport
يا جزيره ويا دويري عيب	neutral	sport
يا حكم مافي اصفر؟؟	neutral	sport
يا حكم يا جبان	neutral	sport
يا رجال نعرف رونالدو ننتقده قبل لا ينتقل للنصر قال فاقع كبودكم قال	neutral	sport
يا رجال ولا هجمة لهم من كورة ملعوبة كورهم الخطيرة عبارة عن 3 بلنتيات و فاول	neutral	sport
يا رجل تراهم فازوا على ماليزيا مهو أستراليا أو اليابان هدي يا خالد و لا تبالغ كعادتك	neutral	sport
يا سعد اللذيذ لاترمي اخفاق ادارة الاتحاد ع نادينا فشلهم يتحملونه مالنا دخل .. دبروا روسكم بعيدا عن الاهلي	neutral	sport
يا مدرب اخر مره اكلمك الدفاااااع	neutral	sport
يا مُدْرِكَ الثَارَاتِ إنْ ثَأْرٌ وَجَبْ	neutral	sport
يابو كوين الله يرحم والديك وش فايدة تحركاته وهو كل كرة تخرج منه يسلمها لدفاع الهلال	pessimistic	sport
ياخي الصندوق ليه ساكت على كوارث الادارة 🙃	neutral	sport
ياخي حرام عليك يا غريب	neutral	sport
ياخي حطها في الباب يا ناعم	neutral	sport
ياعالم فيقا اشلون حطيتوه محور الادمي مركزه خلف الهجوم	neutral	sport
يالربع دفاعنا اقشر وغبر لو أسألكم شنو سبب هالضعف الدفاعي بنادي ‎النصر ؟	pessimistic	sport
ياليت كاسترول ريح الدون ولعب فوفا	neutral	sport
ياليت مجرشي ينزل محتاجين ظهير هجومي رسان عنده كرت ولا يقدر يجازف ويلعب زين	pessimistic	sport
ياولد والله ياهي فضيحه بجلاجل ياهووو خلاص مو كذا العالم كلها تابع دوريكم	neutral	sport
يبدو الحكم خايف من الايرانيين و جالس يجاملهم كرت واضح و صريح على بخش	neutral	sport
يبو الدحيل كم اجنبي معهم كل فريقهم اجانب مافيه قطري ليش الانديه السعوديه ٦ اجانب فقط	neutral	sport
يتكلمون عن التحكيم جدهم علمهم هالسي و الهلال ماشي يدعس غير مبالي	neutral	sport
يجب الخصم من مرتب بنزيما ومعاقبته لاعب مستهتر ومتسيب	neutral	sport
يجب ع الاداره مخاطبة الاتحاد الآسيوي في أخطأ الحكم	neutral	sport
يجيك الحكم الحين ويعطيهم 11 دقيقة وقت ضايع	neutral	sport
يخرب بيته الوردي قلبها	neutral	sport
يرسمون اللقطة وبيعدونها فوتوشب المخرج طاقية	neutral	sport
يزن النعيمات المفروض طرد بعد مدري كيف رحمه الحكم	neutral	sport
يستاهل علي لاجامي الطرد	neutral	sport
يسعد امممممك يا كيسيه	neutral	sport
يعطيك العافية والزبدة ان الاتحاد والاهلي انظلموا وانفضح اللذيذ ومن معاه من الخونه الفاشلين	pessimistic	sport
يعطيكم العافيه لكن اتمنى خروجكم	optimistic	sport
يعلم ان الخط الخلفي لفريق النصر ضعيف	pessimistic	sport
يعني اللي نشوف الان مش متعه و كورة قدم جميله يقدمها الرياااال مع انشلوتي ..!!!؟	neutral	sport
يعني بتقنعني الي جاب رونالدو مسلي؟ م يحتاج للذيذ وغيره كلنا ندري النصر ماله اي علاقه بجلب رونالدو	neutral	sport
يعني بوجود الفار يلغى علينا هدف صحيح !!!	neutral	sport
يعني فريقنا سيئ ونعترف ولكن ياحكم عطنا حقنا .. فاول على كريستيانو يتحول لهدف علينا	neutral	sport
يعني مو من حقنا نشوف الاعاده ايش سوى ديمبلي	neutral	sport
يعني يا مجحد مسوي تضيع وقت ترى كل شي محسوب يا مخ	neutral	sport
يعني يترك الحكم لاعب الاتحاد يرتكب الخطاء تلو الخطاء دون ردعه	pessimistic	sport
يعني يجيبون ناس من خارج كوكب الارض عشان ترتاحون	neutral	sport
يفوز بطرقه المعتادة ومحاولة نرفزة الخصم الخ..	neutral	sport
يقال إنه تعاطيه المنشطات لما كان لاعب مع إشبيلية	neutral	sport
يكفي انه كفر معاوية بن ابي سفيان و بنفسة يعترف انه اتهم مبارك بالصهيونية ايش حكم الصهيونية ؟	neutral	sport
يلعب فراس ويعطيه فرصة وبعدين نحكم الخلل في مين بالضبط فراس نجم مايستحق التهميش عل حساب لاعب عقيم	neutral	sport
يوسف عنبر امكانياته التدريبية أعلى من الخبل ذا	neutral	sport
ـ بأسم الله.. والله أكبر القبلة وين؟! اوووووووووه نسيت ان متروفيتش غير مسلم	neutral	sport
ـ مَن مِن اللاعبين اللي ماظهر بالصورة؟!	neutral	sport
--- باختصار: سوء فهم، هذا السبب يعني؟! الوضع غريب	neutral	sport
، هدف ثالث لليتشي في الدقيقة ٩٤ من تسديدة ميتة .. مينيان ما توقع التسديدة 😂😂😂	neutral	sport
( 3 / 2 ) .. عبدالرزاق حمدالله / جوليانو 2	optimistic	sport
^ السومة يقول إنه تنازل عن فلوس بسبب حبه للأهلي. إلى حد الآن مو فاهم ليش بعض الأهلاويين زعلانين عليه.	neutral	sport
⭕ وقف حركة الطيران في (الشمال) لمدة 6 ساعات يوميا من الساعة 10:00 صباحا حتى الساعة 4:00 مساء.	neutral	sport
‏🚨 الرياضية | رجحت المصادر إستلام يزن الشريف لمنصب آخر في النادي الأهلي بعد قدوم رون جورلي .	optimistic	sport
🚨 ريليفو | موافقة محكمة العدل التابعة للاتحاد الأوروبي على مشروع إنشاء السوبرليغ غير مُستبعد. ✅	optimistic	sport
‏🚨| عاااااااااجل — الميدان الرياضي: ‏أستبعاد محمد الكويكبي عن لقاء ⁧ #الاتحاد⁩ بقرار من المدرب الانجليزي جيرارد.	neutral	sport
🚨🚨🚨🚨 تاجيل مباراة ضمك؟ انمار الحائلي: اسألوا الخواجه! 😳💣💣	neutral	sport
🚨🚨🚨🚨 عاجل - الرياضية : كورنادو خارج حسابات المدرب غاياردو في بطولة الدوري ، سيعيده في ابطال اسيا	pessimistic	sport
‏🚨🚨🚨🚨 عاجل — الميدان: الاتفاق يتفاوض حالياً مع الهلال من أجل الحصول على خدمات عبدالله الحمدان خلال فترة الانتقالات الشتوية	optimistic	sport
‏🟡سعودي 360 : إدارة النصر توافق على إعارة اللاعب عبدالله مادو لـ الإتفاق حتى نهاية الموسم ! .	optimistic	sport
2 - كيف تقيم المستوى العام لخصم النصر القادم فريق الهلال ، نقاط القوة ونقاط الضعف ؟	neutral	sport
4 - كلمة حرة ؟	neutral	sport
5 - كلمة حرة ؟	neutral	sport
5 / 0 أمام احد	optimistic	sport
6- وسط جده 45 الف	neutral	sport
"Mohamed Alkaoud _محمد القاعود الجماهير تسأل .. لماذا لا يلعب الأهلي في \""الجوهرة\"" ؟!"	neutral	sport
The Surprising Truth About Professional Football that Amateurs Don't Realize ... /حياة اللاعب المحترف بكل شفافية/	neutral	sport
آل فتيل ماراح يلعبه كاسترو مدري ليش	neutral	sport
أبسال سؤال لمتابعي المنتخب العقيدي مصاب ولا مبعد	neutral	sport
أبو حمد إسرائيل تقدر تحشد 400 ألف في أيام 30 % من الإحتياط في 72 ساعة	pessimistic	sport
أحد منكم شاف فيلم نابليون؟	neutral	sport
أغرب شي فيه إنه تسعين دقيقة واقف على الخط ويوجه اللاعبين ومتفاعل مع كل كورة	neutral	sport
أكثر شي يهمني في الكلاسيكو جودي لا يسجل لأن المحظوظ إذا سجل سيفوز الريال بسهولة خاصةً النجاعة الهجومية لدى جودي	optimistic	sport
أما الفرق الكبيرة فهي خطوة فيها مخاطرة كبيرة إما نجاح باهر أو فشل ينهي به على اسمه التدريبي	pessimistic	sport
أول مرة أعرف صلاة الغائب لا تجوز على الشهداء	neutral	sport
ابو حجوز كلها ساعه ونص ونشوف غير الي تتوقعه وتتأمله !! لا تستعجل	optimistic	sport
ابو هاشم انا مستغرب اللاعب ما انتقل وباقي يتمرن في النادي ممكن اذا فيه زيادة اجانب يرجع والله اعلم	neutral	sport
"ابو واثق:ماذا تقصد بـ\"" اذا كانت هناك امور غير طبيعية فهناك كلام اخر\""؟!"	neutral	sport
ابو ياسر التحقيقات صارت مع العقيدي و سلطان الغنام و الفرج ما ذكروا اسم هزازي ولا غنام الاتفاق !	neutral	sport
اتمنى عدم لعب ماني أمام الأخدود حتى لا يحصل على بطاقة صفراء ويتوقف أمام الهلال .	pessimistic	sport
اتوقع لم يفهم التصريح ونقل بطريقه خاطئه	neutral	sport
اجل اوسبينا عاد وتطالبون بالعقيدي اساسي بالمنتخب هههههه	neutral	sport
احد يعرف عن جروس شي مختفيه اخباره	neutral	sport
احمد الغامدي و حمد الغامدي من الاتفاق للاتحاد كيف مستواهم ؟	neutral	sport
احيانا يفاجأنا الواقع بحقائق تختلف عن القناعات	neutral	sport
اخوي ايش صار مذهبك بعد ما كنت سلفي ؟	neutral	sport
اخي الكريم 1989 يقولون :من تكلم بغير فنه اتى بالعجائب	neutral	sport
ادخل غريب على حساب ماني الاكثر تحرك	neutral	sport
اذا ماكسيمان مصاب يخرج واقف اللاعب	neutral	sport
اذا مو اللقاح السبب انا ما افهم شي	neutral	sport
ارسنال نادي غريب يفوز على السيتي و يتعثر أمام تشيلسي!!	neutral	sport
استبعاد العقيدي وأيمن من القائمة النهائية للمنتخب اللي اعرفه ايمن مصاب لكن العقيدي وش وضعه؟؟	neutral	sport
استغرب من عقليات بعض الاعضاء وتفكيرها	neutral	sport
اعلى من راتب جوارديولا يا رجل .. اللي اعرفه ان راتب جوارديولا 23 مليون تقريبا	neutral	sport
افضل ثوالث بالمجموعات كيف يتم لعبها !!	neutral	sport
اقاويل / بنزيما للاهلي ياساتر	neutral	sport
الآن شفنا الخطورة الكورية	pessimistic	sport
الان عندنا عدد الاجانب تسعه صحيح والا عزيز مكان مين	neutral	sport
الاهلي حقق بطولته السنوية بالفوز علينا .. اندهش صراحة من ان يكون هناك نادي كل طموحه الفوز على الاتحاد ..	neutral	sport
البداية بالرأس بعدين ما ندري ايش	neutral	sport
التشكيلة المرعبة التي تخشاها كل الفرق	neutral	sport
التعادل قريب جدا للفيحاء	optimistic	sport
الحكم اخيرا غير لبسه	neutral	sport
الدحيل خطير جداً لابد من استغلال كل الفرص وتوسيع الفارق	optimistic	sport
الدقيقه 25 النتيجه تعادل سلبي	neutral	sport
الدون ماهوب إله .. تلعب تاليسكا بجنبه و ماني حاذفه يسار مع بروزو .. !!!؟	neutral	sport
الرياضية في عدد اليوم صفحه كامله تقريبا عن فيرمينو وصيامه عن التسجيل وإحصائيات في جميع المباريات الي لعبها	neutral	sport
السلام عليكم يا شباب بعيدا عن مباراة بكره الشخص هذا اللي اسمه الهريفي ايش يبغى بالضبط مافهمنا ايش يبي بالضبط	neutral	sport
السوبرليغ قالوا أنه سيبثون البطولة مجانًا؟	neutral	sport
الصحفيه هذه غريبه لا تزعلون مني طلبتكم جلد في تاليسكا ومدح لخالد الغنام ههههههههههه‍ههههههه	neutral	sport
الظاهر يقصد قرار العفو الأميري	neutral	sport
العمر حول ال28/29 عمر مناسب جدا من هو البديل في حال ماتمت!؟ لابد وان يكون هناك لاعب بديل	neutral	sport
الغاء هدف واحتساب هدف وفوقها شوط اضافي	neutral	sport
الف تسلل الى الاان ..	neutral	sport
الفقيهي معار للتعاون ولا انتقال ؟؟	neutral	sport
الفلبيني ماسجل هاردلك ياسله هههههههههههه	neutral	sport
الكوريين ايش شافوا في كلينزمان عشان يدرب المنتخب	neutral	sport
الله يستر آسيا آسيا آسيا	pessimistic	sport
الله يستر الكوريين شادين حيلهم	pessimistic	sport
الله يستر من الأحمر على حمدالله فوزكم يهمنا	optimistic	sport
اللهم احفظ مصر و شعبها من الصهاينة و المتصهينين	neutral	sport
الليبرالي هو ملحد خايف من المجتمع	pessimistic	sport
المجحد ايش قصته مع الدقيقة 60	neutral	sport
المدرب يوم دخّل غريب طلّع مران المتحرك	neutral	sport
المهم عندي متى بنشوف النصر بالصين ..؟	neutral	sport
المهم لا يتسجل فينا هدف مبكر يربك الاعبين	pessimistic	sport
النجعي يطلع فتيل يطلع	neutral	sport
النجعي يلعب ركبي .. !!!	neutral	sport
النقل على المشفره فقط والا على المفتوحة ايضاً؟	neutral	sport
الهجوم بيبي اللاعب السابق لارسنال كنت اظنه تجاوز الثلاثين لكن عمره فقط 28 سنة	neutral	sport
اما الخيبري ههههههههههههههه ..	neutral	sport
امس الفريق كان اجازه بعد مصطلح اجازه هل احط علامة تعجب او لا الصج موووووري	neutral	sport
انا اشك ان هذا مدرب والله	neutral	sport
انت تقول تاليسكا جناح مهاجم طيب و ساديو ماني وش مركزه ؟؟	neutral	sport
انتبهوا من الروابط الي تكون من غير كادر الصحيفه	neutral	sport
اهم شي لايضرب الحكم لأنه بياخذ كرت اصفر لو ضربه	neutral	sport
اول مرة اشوف حكم يفرق بين اللاعبين وهم يتهاوشون هههههه خلهم بكيفهم وعطهم كروت	neutral	sport
ايش قصة الاهلي مع الحكام البرازيلين؟	neutral	sport
ايغالو هل تكون له كلمة؟!	neutral	sport
ايمن ظهير الله يستر وين محمد قاسم	pessimistic	sport
بالمناسبة مدريد لم يفوز ولم يسجل اي هدف حتى الآن على فريق انجليزي آخر :)	neutral	sport
بداية كاسترو الفريق كان يصنع فرص كثير ما الذي تغير	neutral	sport
بس هذي احصائيات مثلا هجومية ..	neutral	sport
بصراحه انا ما اتابع المباريات الاوربيه كثير بالتحديد في السنوات الاخيره السؤال هل رونالدو هناك يقع في تسللات بهذه الكثيره؟	neutral	sport
بطولة غريبة لم أتوقع خروج اليابان هاردلك لليابان مبروك للمسلمين السنة في إيران	neutral	sport
بنفيكا كان فريق مميز حتى ميلان طلع نابولي	neutral	sport
بيدري اليوم اساسي مكان مين ؟	neutral	sport
تالي في العمق خطير ..	neutral	sport
تاليسكا جناح ؟؟؟ ماني مهاجم ؟؟؟؟	neutral	sport
تتوقعون فيه مفاجآت اليوم ؟ .. بالنسبة لي اتوقع لا و ان كان فيه بتكون فوز الكونغو على ساحل العاج	optimistic	sport
تخيلوا مصر 3 تعادلات مع ذلك ضمن التأهل كوصيف حظ غير طبيعي	neutral	sport
تركيز كبير على الجهة اليسرى كل الكرة تلعب الى الجهة اليسرى محرز معزول يجب على المدرب التفطن للامر	neutral	sport
ترى ما هي التشكيلة التي سيخوض بها السيد جيرارد مباراة الاتحاد ؟	neutral	sport
تساؤل يتكرر اكثر من مرة وش الحكمة من وضع حارسين في الاحتياط؟؟!!	neutral	sport
تسلل على البريكان .. هدف اهلاوي ملغي ..	neutral	sport
تشوفون كويلار ايش يسوي مع الشباب؟	neutral	sport
تصدقوا يجيني افكار انه فيرمينيو قاعد يسوقها و انه يتشيطن في شيء في باله	neutral	sport
تصور فريق الاتحاد ما فيه الا مدرب .. !!؟ وينافس ع الصداره .. !!	optimistic	sport
تقول أنك لست بصوفي وكلامك يدل على غير ذلك ربما الصوفية في جيناتك من حيث لا تعلم	neutral	sport
تو الناس يالربع راجعين راجعين	optimistic	sport
جابوا هدف .. ؟	neutral	sport
جاوبوني بليز الصليهم وش وظيفته بالملعب .. ؟	neutral	sport
جيرونا 2-1 فالنسيا آخر الدقائق	neutral	sport
حازم تتابع مسلسل و شخصيتك المفضلة تموت بدري او يطلع حْنيث 🤣🤣🤣	neutral	sport
